SNR_dB,CAR_classical,CAR_DL_SemCom,CAR_LPG,TUP_classical,TUP_DL_SemCom,TUP_LPG,SEP_classical,SEP_DL_SemCom,SEP_LPG,NSC_LPG
13.600000000000001,0.9455682774308678,0.9897911500914449,0.9997225629381709,0.8742773530419289,0.9516287430749848,0.9897863734623915,0.0544317225691322,0.010208849908555084,0.0002774370618291444,1213.3478924954832
13.8,0.9510533383066516,0.9908990961772244,0.9997549097626319,0.8788848041775873,0.9525372588653239,0.9898112805172266,0.04894666169334838,0.009100903822775619,0.000245090237368073,1230.2556021849236
14.0,0.956011385320736,0.9918877845870757,0.9997834860366096,0.8830495636694182,0.953347983361402,0.9898332842481894,0.04398861467926396,0.008112215412924284,0.00021651396339039675,1247.1922122470223
14.200000000000003,0.9604880726289347,0.992769849262365,0.9998087310999522,0.886809981008305,0.9540712763951392,0.9898527229469631,0.03951192737106535,0.007230150737634999,0.00019126890004783625,1264.156656609855
14.400000000000002,0.9645260760952296,0.9935566275254786,0.9998310331405672,0.8902019039199928,0.9547164345708924,0.9898698955182368,0.035473923904770444,0.006443372474521425,0.00016896685943279532,1281.1478957833926
14.600000000000001,0.9681650852318799,0.9942582844770351,0.9998507351413445,0.8932586715947791,0.9552917932711688,0.9898850660588352,0.03183491476812006,0.005741715522964874,0.00014926485865551786,1298.1649175697673
14.8,0.97144184798856,0.9948839272935297,0.9998681401375885,0.8960111523103904,0.9558048203806944,0.9898984679059432,0.028558152011439963,0.005116072706470298,0.0001318598624114875,1315.2067375781112
15.0,0.9743902556588057,0.9954417098369374,0.9998835158644872,0.8984878147533967,0.9562622020662886,0.9899103072156551,0.02560974434119434,0.004558290163062639,0.00011648413551279546,1332.2723995658791
15.200000000000003,0.9770414571416666,0.9959389280764472,0.9998970988650553,0.9007148239989998,0.9566699210226867,0.9899207661260926,0.02295854285833343,0.0040610719235527615,0.00010290113494471065,1349.3609756266226
15.400000000000002,0.9794239936207816,0.9963821068766165,0.9999090981209319,0.9027161546414565,0.9570333276388255,0.9899300055531175,0.020576006379218414,0.0036178931233834533,9.090187906812819e-05,1366.4715662424449
15.600000000000001,0.9815639463651621,0.9967770787339647,0.9999196982612547,0.904513714946736,0.957357204561851,0.9899381676611662,0.018436053634837912,0.0032229212660352946,8.0301738745292e-05,1383.603300217705
15.8,0.983485091800139,0.9971290550518693,0.9999290623984881,0.9061274771121167,0.9576458251425328,0.9899453780468358,0.01651490819986101,0.0028709449481306715,7.093760151188899e-05,1400.75533450902
16.0,0.9852090592425412,0.9974426905368626,0.9999373346344487,0.9075756097637345,0.9579030062402273,0.9899517476685255,0.014790940757458793,0.0025573094631373694,6.266536555132873e-05,1417.926853965192
